subjectTimestamp,participantPrivateID,taskName,age,isFemale
22/03/2021 15:04:20,3416580,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,NaN
22/03/2021 15:04:23,3416573,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 15:04:37,3416534,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 15:04:31,3416599,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:04:33,3416559,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,1
22/03/2021 15:04:43,3416552,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,1
22/03/2021 15:04:50,3416574,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,0
22/03/2021 15:05:09,3416601,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",27,0
22/03/2021 15:05:35,3416598,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",32,0
22/03/2021 15:05:42,3416616,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:05:53,3416614,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,1
22/03/2021 15:06:05,3416639,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,1
22/03/2021 15:06:17,3416619,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:06:17,3416602,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:06:47,3416583,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,0
22/03/2021 15:07:20,3416628,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",24,1
22/03/2021 15:11:55,3416515,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",31,0
22/03/2021 15:18:40,3416439,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 15:17:28,3416480,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",35,0
22/03/2021 15:17:28,3416668,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",29,0
22/03/2021 15:18:59,3416700,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 15:19:54,3416823,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:20:42,3416664,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,1
22/03/2021 15:20:28,3416803,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:21:54,3416577,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 15:21:58,3416712,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 15:22:23,3416899,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:24:21,3416928,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,0
22/03/2021 15:24:32,3416937,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,1
22/03/2021 15:26:38,3416981,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:26:56,3416996,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 15:35:55,3417156,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",39,0
22/03/2021 15:48:36,3417421,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 16:21:16,3418056,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 16:22:40,3418075,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",24,0
22/03/2021 16:23:19,3418067,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 16:23:36,3418060,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",32,0
22/03/2021 16:24:03,3418054,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 16:24:16,3418084,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 16:25:28,3418094,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,1
22/03/2021 16:26:22,3418129,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 16:27:41,3418151,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 16:28:57,3418172,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",27,0
22/03/2021 16:29:55,3418192,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 16:31:55,3418049,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",33,0
22/03/2021 17:27:08,3418985,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 17:34:41,3419108,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",25,0
22/03/2021 17:35:14,3419112,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 17:35:36,3419113,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 17:36:04,3419124,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 17:37:15,3419129,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,1
22/03/2021 17:38:17,3419127,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",60,1
22/03/2021 17:56:03,3419106,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 18:15:36,3419456,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 18:33:26,3419698,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 18:34:01,3419703,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",45,0
22/03/2021 18:40:34,3419792,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",28,0
22/03/2021 18:42:58,3419807,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",52,0
22/03/2021 19:01:00,3419968,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,0
22/03/2021 19:18:19,3420149,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 20:45:01,3420822,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",31,0
22/03/2021 14:50:08,3416198,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,1
22/03/2021 14:50:18,3416211,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 14:50:48,3416230,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 14:51:23,3416221,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 14:52:58,3416272,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 14:54:24,3416282,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",38,0
22/03/2021 14:54:37,3416263,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 14:56:47,3416314,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 14:57:00,3416284,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 14:57:41,3416301,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",25,1
22/03/2021 14:58:10,3416286,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",27,1
22/03/2021 14:57:59,3416344,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 14:58:24,3416392,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 14:58:31,3416358,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 14:58:41,3416393,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:01:23,3416411,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 15:00:00,3416415,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 15:00:00,3416397,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 15:00:29,3416425,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 15:00:43,3416469,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",28,1
22/03/2021 15:00:51,3416447,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,0
22/03/2021 15:01:02,3416464,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,1
22/03/2021 15:01:16,3416414,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 15:01:36,3416333,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 15:01:33,3416474,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 15:01:52,3416429,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:02:48,3416431,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",24,1
22/03/2021 15:02:14,3416435,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",39,0
22/03/2021 15:02:16,3416503,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",50,1
22/03/2021 15:02:24,3416482,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",18,0
22/03/2021 15:02:25,3416500,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",32,0
22/03/2021 15:02:34,3416426,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 15:02:35,3416553,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:02:48,3416560,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 15:02:55,3416566,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",25,0
22/03/2021 15:03:07,3416481,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",36,0
22/03/2021 15:03:24,3416502,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",25,NaN
22/03/2021 15:03:51,3416485,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 15:03:57,3416543,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:04:23,3416547,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:05:28,3416586,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",57,1
22/03/2021 15:04:31,3416386,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:04:39,3416575,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:04:41,3416493,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 15:04:47,3416527,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 15:05:03,3416372,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",39,1
22/03/2021 15:05:04,3416488,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,0
22/03/2021 15:05:45,3416507,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:05:50,3416460,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 15:05:56,3416607,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 15:06:10,3416519,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",33,0
22/03/2021 15:06:29,3416546,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",39,1
22/03/2021 15:07:11,3416594,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,1
22/03/2021 15:15:27,3416652,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",18,0
22/03/2021 15:16:16,3416625,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:17:40,3416689,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",24,1
22/03/2021 15:18:33,3416703,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:19:18,3416686,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",24,0
22/03/2021 15:19:23,3416532,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 15:20:06,3416702,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:20:08,3416684,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 15:20:35,3416796,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",30,0
22/03/2021 15:20:50,3416770,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 15:21:50,3416784,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:22:25,3416734,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",29,1
22/03/2021 15:24:02,3416925,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 15:24:35,3416764,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",29,1
22/03/2021 15:26:43,3416956,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:27:02,3416980,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 15:38:43,3417082,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 15:52:05,3417501,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 16:20:59,3418036,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",24,0
22/03/2021 16:22:25,3418074,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 16:23:00,3418058,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",26,1
22/03/2021 16:23:05,3418071,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 16:23:24,3418083,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 16:23:39,3418092,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,1
22/03/2021 16:24:42,3418089,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,0
22/03/2021 16:26:30,3418079,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",18,0
22/03/2021 16:27:28,3418121,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",41,0
22/03/2021 16:28:40,3418165,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 16:29:00,3418170,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 16:29:39,3418174,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,1
22/03/2021 16:39:07,3418287,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 17:28:40,3419006,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 17:31:27,3418981,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",30,0
22/03/2021 17:35:11,3419122,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",24,1
22/03/2021 17:35:37,3419128,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",20,0
22/03/2021 17:36:48,3419132,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",22,1
22/03/2021 17:37:34,3419118,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 17:43:41,3419189,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",25,1
22/03/2021 17:54:25,3419345,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",23,0
22/03/2021 18:02:57,3419286,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",19,0
22/03/2021 18:33:38,3419704,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",21,0
22/03/2021 18:39:23,3419787,"Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25% , switch stimuli",46,0
