subjectTimestamp,localDateAndTime,participantPrivateID,taskName,bonusPayment,carriesInfo,carriesInfoText,predictedreward,predictedrewardText,age,gender
05/09/2023 12:25:51,05/09/2023 13:25:54,9326555,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.47,No,,No; There is no relationship between the tone sequences and the chance of winning.,,26,Female
05/09/2023 12:27:04,05/09/2023 13:27:04,9326545,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.31,No,,No; There is no relationship between the tone sequences and the chance of winning.,,26,Male
05/09/2023 12:25:29,05/09/2023 13:25:29,9326546,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.6,No,,No; There is no relationship between the tone sequences and the chance of winning.,,24,Male
05/09/2023 12:24:13,05/09/2023 13:24:13,9326549,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.84,No,,No; There is no relationship between the tone sequences and the chance of winning.,,51,Female
05/09/2023 12:23:27,05/09/2023 13:23:25,9326547,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.48,No,,No; There is no relationship between the tone sequences and the chance of winning.,,27,Female
05/09/2023 12:24:23,05/09/2023 13:24:23,9326548,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.33,No,,No; There is no relationship between the tone sequences and the chance of winning.,,55,Female
05/09/2023 12:27:57,05/09/2023 13:27:56,9326553,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.05,No,,Yes; Rare sequences predicted a higher chance of winning,,NaN,Female
05/09/2023 12:25:46,05/09/2023 13:25:50,9326556,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.73,No,,No; There is no relationship between the tone sequences and the chance of winning.,,36,Female
05/09/2023 12:25:50,05/09/2023 13:25:50,9326554,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.28,No,,No; There is no relationship between the tone sequences and the chance of winning.,,63,Male
05/09/2023 12:26:02,05/09/2023 13:26:00,9326561,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0,Yes,it seemed that on a rare i should gamble,Yes; Common sequences predicted a higher chance of winning,,41,Female
05/09/2023 12:25:49,05/09/2023 13:25:49,9326558,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.74,No,,No; There is no relationship between the tone sequences and the chance of winning.,,55,Male
05/09/2023 12:27:44,05/09/2023 13:27:45,9326577,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.93,No,,No; There is no relationship between the tone sequences and the chance of winning.,,40,Male
05/09/2023 12:29:04,05/09/2023 13:29:04,9326563,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.78,No,,No; There is no relationship between the tone sequences and the chance of winning.,,65,Male
05/09/2023 12:27:47,05/09/2023 13:27:48,9326582,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.93,No,,No; There is no relationship between the tone sequences and the chance of winning.,,41,Female
05/09/2023 12:26:04,05/09/2023 13:26:04,9326564,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0,No,,No; There is no relationship between the tone sequences and the chance of winning.,,41,Male
05/09/2023 12:26:56,05/09/2023 13:26:56,9326576,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.56,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Female
05/09/2023 12:29:23,05/09/2023 13:29:22,9326593,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.81,Yes,"The rare tones seemed to indicate that one or the other 50/50 choices was more likely, But I wasn't able to figure it out.",Yes; Rare sequences predicted a higher chance of winning,,37,Male
05/09/2023 12:27:19,05/09/2023 13:27:17,9326568,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.54,No,,No; There is no relationship between the tone sequences and the chance of winning.,,26,Male
05/09/2023 12:27:09,05/09/2023 13:27:05,9326569,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.17,No,,No; There is no relationship between the tone sequences and the chance of winning.,,38,Male
05/09/2023 12:29:42,05/09/2023 13:27:48,9326597,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.8,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Female
05/09/2023 12:30:10,05/09/2023 13:30:10,9326575,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.83,Yes,rare sequences maybe signal the risky choice is more likely to hit? I don't know,Yes; Rare sequences predicted a higher chance of winning,,32,Female
05/09/2023 12:26:31,05/09/2023 13:26:31,9326572,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.53,No,,No; There is no relationship between the tone sequences and the chance of winning.,,41,Female
05/09/2023 12:27:37,05/09/2023 13:27:38,9326574,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.58,No,,No; There is no relationship between the tone sequences and the chance of winning.,,54,Female
05/09/2023 12:28:14,05/09/2023 13:28:14,9326571,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.58,No,,No; There is no relationship between the tone sequences and the chance of winning.,,39,Male
05/09/2023 12:26:58,05/09/2023 13:26:18,9326573,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.8,No,,No; There is no relationship between the tone sequences and the chance of winning.,,30,Male
05/09/2023 12:28:59,05/09/2023 13:28:59,9326592,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.99,No,,No; There is no relationship between the tone sequences and the chance of winning.,,52,Male
05/09/2023 12:30:06,05/09/2023 13:31:25,9326603,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.14,No,,No; There is no relationship between the tone sequences and the chance of winning.,,32,Female
05/09/2023 12:31:05,05/09/2023 13:31:05,9326606,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.46,No,,Other (please describe),for a while i felt like the hi-pitch shound indecated the top (square) amount and the lo-pitch the bottom (square) amount on the left side but this didnt alwase work out so my gess is it didnt have any relivance afterall,33,Male
05/09/2023 12:28:52,05/09/2023 13:28:52,9326595,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.56,No,,No; There is no relationship between the tone sequences and the chance of winning.,,43,Female
05/09/2023 12:33:05,05/09/2023 13:33:06,9326642,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.44,No,,No; There is no relationship between the tone sequences and the chance of winning.,,58,Male
05/09/2023 12:32:38,05/09/2023 13:32:38,9326611,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.78,No,,No; There is no relationship between the tone sequences and the chance of winning.,,33,Female
05/09/2023 12:30:43,05/09/2023 13:30:43,9326601,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.67,No,,No; There is no relationship between the tone sequences and the chance of winning.,,44,Male
05/09/2023 12:34:54,05/09/2023 13:34:52,9326660,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.8,No,,No; There is no relationship between the tone sequences and the chance of winning.,,46,Male
05/09/2023 12:29:52,05/09/2023 13:29:52,9326602,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.45,No,,No; There is no relationship between the tone sequences and the chance of winning.,,26,Female
05/09/2023 12:32:43,05/09/2023 13:32:43,9326612,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.46,Yes,I felt that I could predict when the rare one was about to happen and could indictate when to take action.,Yes; Rare sequences predicted a higher chance of winning,,59,Female
05/09/2023 12:30:50,05/09/2023 13:30:49,9326619,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.89,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Female
05/09/2023 12:29:49,05/09/2023 13:29:51,9326607,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.43,No,,No; There is no relationship between the tone sequences and the chance of winning.,,50,Male
05/09/2023 12:37:05,05/09/2023 13:37:04,9326732,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.3,No,,No; There is no relationship between the tone sequences and the chance of winning.,,38,Female
05/09/2023 12:36:55,05/09/2023 13:36:54,9326630,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.42,No,,No; There is no relationship between the tone sequences and the chance of winning.,,58,Male
05/09/2023 12:29:49,05/09/2023 13:29:49,9326610,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.31,No,,No; There is no relationship between the tone sequences and the chance of winning.,,27,Male
05/09/2023 12:30:37,05/09/2023 13:30:37,9326616,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.76,No,,No; There is no relationship between the tone sequences and the chance of winning.,,42,Female
05/09/2023 12:31:22,05/09/2023 13:31:53,9326636,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.4,No,,No; There is no relationship between the tone sequences and the chance of winning.,,38,Female
05/09/2023 12:31:27,05/09/2023 13:31:48,9326624,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.28,Yes,"I honestly was to frustrated at the tones to actually consider what they meant. There was a pattern, but I think I subconsciously refused to register it. The rarer tones usually meant something; the higher one was usually the outcome I wanted, the lower one was not.",Yes; Rare sequences predicted a higher chance of winning,,25,Female
05/09/2023 12:30:56,05/09/2023 13:30:57,9326627,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.11,No,,Other (please describe),"No opinion, could not tell",45,Female
05/09/2023 12:34:22,05/09/2023 13:34:22,9326685,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.59,No,,No; There is no relationship between the tone sequences and the chance of winning.,,26,Female
05/09/2023 12:32:32,05/09/2023 13:32:32,9326631,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.59,No,,No; There is no relationship between the tone sequences and the chance of winning.,,22,Male
05/09/2023 12:31:15,05/09/2023 13:31:15,9326634,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.76,No,,No; There is no relationship between the tone sequences and the chance of winning.,,33,Male
05/09/2023 12:30:49,05/09/2023 13:30:49,9326628,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.53,No,,No; There is no relationship between the tone sequences and the chance of winning.,,65,Male
05/09/2023 12:32:58,05/09/2023 13:33:51,9326632,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.48,Yes,Yes. I was trying to work it out but was struggling a bit due to having to multitask.,Yes; Common sequences predicted a higher chance of winning,,35,Male
05/09/2023 12:32:50,05/09/2023 13:32:50,9326637,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.73,No,,No; There is no relationship between the tone sequences and the chance of winning.,,64,Male
05/09/2023 12:33:03,05/09/2023 13:33:02,9326649,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.48,No,,No; There is no relationship between the tone sequences and the chance of winning.,,78,Male
05/09/2023 12:32:48,05/09/2023 13:32:48,9326641,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.51,No,,No; There is no relationship between the tone sequences and the chance of winning.,,42,Female
05/09/2023 12:35:49,05/09/2023 13:35:50,9326709,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.11,Yes,I think the high pitched rare tone maybe increased the chance of winning and the low rare tone decreased it,Other (please describe),"Yes, what I said in the last one, high rare tones led to higher than 50%, low rare tones lower than 50%",22,Male
05/09/2023 12:34:04,05/09/2023 13:34:03,9326651,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.74,No,,No; There is no relationship between the tone sequences and the chance of winning.,,37,Female
05/09/2023 12:40:48,05/09/2023 13:41:00,9326860,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.71,No,,No; There is no relationship between the tone sequences and the chance of winning.,,50,Male
05/09/2023 12:32:42,05/09/2023 13:32:42,9326644,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.64,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Male
05/09/2023 12:32:59,05/09/2023 13:32:59,9326650,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.25,No,,No; There is no relationship between the tone sequences and the chance of winning.,,43,Male
05/09/2023 12:37:06,05/09/2023 13:37:05,9326648,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.86,No,,No; There is no relationship between the tone sequences and the chance of winning.,,19,Male
05/09/2023 12:33:45,05/09/2023 05:33:45,9326654,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.49,No,,No; There is no relationship between the tone sequences and the chance of winning.,,32,Male
05/09/2023 12:33:32,05/09/2023 13:33:43,9326663,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.98,Yes,after a couple of common i felt like a rare was due,Yes; Common sequences predicted a higher chance of winning,,42,Female
05/09/2023 12:53:00,05/09/2023 13:53:00,9327113,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.29,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Male
05/09/2023 12:32:44,05/09/2023 13:32:55,9326658,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.59,No,,No; There is no relationship between the tone sequences and the chance of winning.,,70,Male
05/09/2023 12:40:55,05/09/2023 13:40:56,9326657,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.24,Yes,I could not quite make out a pattern if there was one. It seemed that with the common tone there was a 50/50 chance as to whether the risky gamble would pay off. It seemed that with the rare tones then the gamble did not pay off.,Yes; Common sequences predicted a higher chance of winning,,49,Female
05/09/2023 12:34:24,05/09/2023 13:34:27,9326667,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.76,No,,No; There is no relationship between the tone sequences and the chance of winning.,,51,Female
05/09/2023 12:34:26,05/09/2023 13:34:27,9326677,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.11,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Male
05/09/2023 12:34:49,05/09/2023 13:34:49,9326674,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.71,No,,No; There is no relationship between the tone sequences and the chance of winning.,,47,Female
05/09/2023 12:49:34,05/09/2023 13:49:34,9327012,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.07,Yes,"The common option seemed to have a less (or equal) predictable positive result (+ score,) the lower pitch more chance of recieving a negative result (- score,) and the higher pitch tending to produce a best chance of receiving a positive result.",Yes; Rare sequences predicted a higher chance of winning,,58,Male
05/09/2023 12:33:34,05/09/2023 13:33:41,9326672,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.15,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Female
05/09/2023 12:36:25,05/09/2023 13:36:24,9326752,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.78,No,,No; There is no relationship between the tone sequences and the chance of winning.,,34,Female
05/09/2023 12:34:17,05/09/2023 13:34:17,9326666,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.76,No,,No; There is no relationship between the tone sequences and the chance of winning.,,39,Female
05/09/2023 12:32:43,05/09/2023 13:27:47,9326668,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.65,Yes,Seems like rare tone gave me better gamba odds on the risky bet but probably just falsely perceived and it was completely random or I think you guys were cheating me in this gamba by some of the odds and choices.,Other (please describe),As expressed before in the other describe.,27,Male
05/09/2023 12:34:11,05/09/2023 13:34:09,9326671,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.23,No,,No; There is no relationship between the tone sequences and the chance of winning.,,46,Female
05/09/2023 12:41:40,05/09/2023 13:41:39,9326945,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.63,Yes,"There were times where it seemed like selecting the same coloured text in the same position with the same tone resulted in that being the best decision in terms of maintaining, gaining or not losing too many points, though this would sometimes change around. At one or two points, I successfully chose the best option several times in succession, so that's why I think there was some link",Yes; Common sequences predicted a higher chance of winning,,39,Male
05/09/2023 12:35:20,05/09/2023 13:35:20,9326676,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.52,No,,No; There is no relationship between the tone sequences and the chance of winning.,,66,Female
05/09/2023 12:34:50,05/09/2023 13:34:49,9326675,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.22,No,,No; There is no relationship between the tone sequences and the chance of winning.,,27,Female
05/09/2023 12:39:37,05/09/2023 13:39:28,9326921,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.43,No,,No; There is no relationship between the tone sequences and the chance of winning.,,31,Female
05/09/2023 12:33:28,05/09/2023 13:33:29,9326678,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,1.51,Yes,"I think that the common tone was biased towards a positive outcome, and the rare tones were 50/50",Yes; Common sequences predicted a higher chance of winning,,19,Male
05/09/2023 12:34:54,05/09/2023 13:34:52,9326705,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.84,Yes,i dont think i notived a differnce.,No; There is no relationship between the tone sequences and the chance of winning.,,37,Female
05/09/2023 12:34:42,05/09/2023 13:34:41,9326686,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.98,No,,No; There is no relationship between the tone sequences and the chance of winning.,,43,Male
05/09/2023 12:34:02,05/09/2023 08:34:04,9326687,REPLICATION v3.5 Audio Oddball Task - 120 Trials: AAAAAA 75% vs AAAAA(B/C) 25%; Feedback but no total score,0.94,No,,No; There is no relationship between the tone sequences and the chance of winning.,,50,Male
